"Season","Name","Team","Pos","Inn","playerid"
"1995","Jerry Browne","FLA","LF","60.1","1001525"
"1995","Jerry Browne","FLA","RF","57.0","1001525"
"1995","Tom Browning","KCR","P","10.0","1001566"
"1995","Jacob Brumfield","PIT","CF","808.0","1001583"
"1995","Mike Brumley","HOU","1B","2.0","1001586"
"1995","Mike Brumley","HOU","3B","1.1","1001586"
"1995","Mike Brumley","HOU","LF","9.2","1001586"
"1995","Mike Brumley","HOU","SS","7.0","1001586"
"1995","Jim Bruske","LAD","P","10.0","1001598"
"1995","Steve Buechele","- - -","3B","330.2","1001630"
"1995","Damon Buford","- - -","CF","204.0","1001635"
"1995","Damon Buford","NYM","LF","209.1","1001635"
"1995","Damon Buford","BAL","RF","19.0","1001635"
"1995","Jay Buhner","SEA","RF","1046.0","1001638"
"1995","Scott Bullett","CHC","CF","54.0","1001644"
"1995","Scott Bullett","CHC","LF","226.2","1001644"
"1995","Jim Bullinger","CHC","P","150.0","1001646"
"1995","Melvin Bunch","KCR","P","40.0","1001651"
"1995","Enrique Burgos","SFG","P","8.1","1001670"
"1995","Terry Burrows","TEX","P","44.2","1001733"
"1995","Mike Busch","LAD","1B","7.0","1001748"
"1995","Mike Busch","LAD","3B","30.0","1001748"
"1995","Mike Butcher","CAL","P","51.1","1001764"
"1995","Brett Butler","- - -","CF","1105.2","1001772"
"1995","Edgar Caceres","KCR","1B","12.0","1001809"
"1995","Edgar Caceres","KCR","2B","201.1","1001809"
"1995","Edgar Caceres","KCR","3B","9.0","1001809"
"1995","Edgar Caceres","KCR","SS","53.0","1001809"
"1995","Ken Caminiti","SDP","3B","1226.0","1001863"
"1995","Kevin Campbell","MIN","P","9.2","1001886"
"1995","Tom Candiotti","LAD","P","190.1","1001911"
"1995","John Cangelosi","HOU","CF","238.2","1001913"
"1995","John Cangelosi","HOU","LF","152.2","1001913"
"1995","John Cangelosi","HOU","P","1.0","1001913"
"1995","John Cangelosi","HOU","RF","8.0","1001913"
"1995","Jose Canseco","BOS","RF","7.0","1001918"
"1995","Ramon Caraballo","STL","2B","196.2","1001932"
"1995","Rafael Carmona","SEA","P","47.2","1001971"
"1995","Chuck Carr","FLA","CF","735.1","1001986"
"1995","Mark Carreon","SFG","1B","670.1","1001989"
"1995","Mark Carreon","SFG","LF","6.0","1001989"
"1995","Mark Carreon","SFG","RF","131.1","1001989"
"1995","Andy Carter","PHI","P","7.1","1002012"
"1995","Joe Carter","TOR","1B","56.0","1002018"
"1995","Joe Carter","TOR","CF","148.2","1002018"
"1995","Joe Carter","TOR","LF","943.0","1002018"
"1995","Larry Casian","CHC","P","23.1","1002045"
"1995","Pedro Castellano","COL","3B","8.1","1002056"
"1995","Tony Castillo","TOR","P","72.2","1002069"
"1995","Andujar Cedeno","SDP","3B","8.0","1002099"
"1995","Andujar Cedeno","SDP","SS","944.1","1002099"
"1995","Domingo Cedeno","TOR","2B","124.0","1002101"
"1995","Domingo Cedeno","TOR","3B","2.0","1002101"
"1995","Domingo Cedeno","TOR","SS","253.2","1002101"
"1995","Wes Chamberlain","BOS","RF","82.0","1002126"
"1995","Norm Charlton","- - -","P","69.2","1002160"
"1995","Mike Christopher","DET","P","61.1","1002220"
"1995","Archi Cianfrocco","SDP","1B","93.0","1002231"
"1995","Archi Cianfrocco","SDP","2B","17.0","1002231"
"1995","Archi Cianfrocco","SDP","3B","5.0","1002231"
"1995","Archi Cianfrocco","SDP","LF","15.0","1002231"
"1995","Archi Cianfrocco","SDP","RF","31.2","1002231"
"1995","Archi Cianfrocco","SDP","SS","116.1","1002231"
"1995","Dave Clark","PIT","LF","224.0","1002277"
"1995","Dave Clark","PIT","RF","182.2","1002277"
"1995","Jerald Clark","MIN","1B","52.0","1002289"
"1995","Jerald Clark","MIN","CF","66.1","1002289"
"1995","Jerald Clark","MIN","LF","95.0","1002289"
"1995","Jerald Clark","MIN","RF","20.0","1002289"
"1995","Mark Clark","CLE","P","124.2","1002296"
"1995","Phil Clark","SDP","1B","9.0","1002303"
"1995","Phil Clark","SDP","LF","94.0","1002303"
"1995","Phil Clark","SDP","RF","49.1","1002303"
"1995","Terry Clark","- - -","P","42.2","1002312"
"1995","Will Clark","TEX","1B","1058.1","1002318"
"1995","Brad Clontz","ATL","P","69.0","1002360"
"1995","Alex Cole","MIN","CF","158.1","1002411"
"1995","Vince Coleman","KCR","CF","2.0","1002433"
"1995","Vince Coleman","- - -","LF","816.2","1002433"
"1995","Vince Coleman","KCR","RF","100.1","1002433"
"1995","Darnell Coles","STL","1B","116.1","1002436"
"1995","Darnell Coles","STL","3B","169.1","1002436"
"1995","Darnell Coles","STL","LF","8.0","1002436"
"1995","Jim Converse","- - -","P","23.1","1002549"
"1995","Brent Cookson","KCR","LF","56.0","1002577"
"1995","Brent Cookson","KCR","RF","2.0","1002577"
"1995","Scott Cooper","STL","3B","908.0","1002600"
"1995","Joey Cora","SEA","2B","919.2","1002607"
"1995","Joey Cora","SEA","SS","1.0","1002607"
"1995","Brad Cornett","TOR","P","5.0","1002631"
"1995","Reid Cornelius","- - -","P","66.2","1002634"
"1995","Rod Correia","CAL","2B","6.0","1002638"
"1995","Rod Correia","CAL","3B","12.0","1002638"
"1995","Rod Correia","CAL","SS","39.0","1002638"
"1995","Jim Corsi","OAK","P","45.0","1002644"
"1995","John Courtright","CIN","P","1.0","1002679"
"1995","Danny Cox","TOR","P","45.0","1002695"
"1995","Tim Crabtree","TOR","P","32.0","1002715"
"1995","Fausto Cruz","OAK","SS","70.0","1002838"
"1995","John Cummings","- - -","P","44.1","1002874"
"1995","Chad Curtis","DET","CF","1266.0","1002898"
"1995","Milt Cuyler","DET","CF","2.0","1002915"
"1995","Milt Cuyler","DET","LF","209.1","1002915"
"1995","Milt Cuyler","DET","RF","9.0","1002915"
"1995","Mark Dalesandro","CAL","C","19.0","1002940"
"1995","Mark Dalesandro","CAL","LF","1.0","1002940"
"1995","Ron Darling","OAK","P","104.0","1002989"
"1995","Danny Darwin","- - -","P","99.0","1002996"
"1995","Darren Daulton","PHI","C","814.2","1003010"
"1995","Russ Davis","NYY","1B","2.0","1003076"
"1995","Russ Davis","NYY","3B","227.2","1003076"
"1995","Scott Davison","SEA","P","4.1","1003077"
"1995","Tim Davis","SEA","P","24.0","1003082"
"1995","Andre Dawson","FLA","LF","82.1","1003091"
"1995","Andre Dawson","FLA","RF","341.0","1003091"
"1995","Steve Decker","FLA","1B","2.0","1003129"
"1995","Steve Decker","FLA","C","346.0","1003129"
"1995","Jim Dedrick","BAL","P","7.2","1003133"
"1995","Jose DeLeon","- - -","P","76.0","1003168"
"1995","Rich DeLucia","STL","P","82.1","1003185"
"1995","Jim Deshaies","PHI","P","5.1","1003228"
"1995","John DeSilva","BAL","P","8.2","1003230"
"1995","John Dettmer","TEX","P","0.1","1003236"
"1995","Cesar Devarez","BAL","C","13.0","1003240"
"1995","Mike Devereaux","- - -","CF","123.2","1003242"
"1995","Mike Devereaux","ATL","LF","45.0","1003242"
"1995","Mike Devereaux","- - -","RF","682.1","1003242"
"1995","Mark Dewey","SFG","P","31.2","1003257"
"1995","Alex Diaz","SEA","CF","483.0","1003260"
"1995","Alex Diaz","SEA","LF","69.2","1003260"
"1995","Alex Diaz","SEA","RF","24.2","1003260"
"1995","Mario Diaz","FLA","2B","58.0","1003267"
"1995","Mario Diaz","FLA","3B","5.2","1003267"
"1995","Mario Diaz","FLA","SS","40.0","1003267"
"1995","Rob Dibble","- - -","P","26.1","1003269"
"1995","Jerry Dipoto","NYM","P","78.2","1003321"
"1995","Gary DiSarcina","CAL","SS","864.0","1003322"
"1995","Glenn Dishman","SDP","P","97.0","1003324"
"1995","John Doherty","DET","P","113.0","1003358"
"1995","Jim Dougherty","HOU","P","67.2","1003429"
"1995","Doug Drabek","HOU","P","185.0","1003473"
"1995","Matt Dunbar","FLA","P","7.0","1003550"
"1995","Mariano Duncan","- - -","1B","110.0","1003554"
"1995","Mariano Duncan","- - -","2B","230.0","1003554"
"1995","Mariano Duncan","PHI","3B","9.0","1003554"
"1995","Mariano Duncan","CIN","LF","28.0","1003554"
"1995","Mariano Duncan","- - -","SS","135.0","1003554"
"1995","Steve Dunn","MIN","1B","6.0","1003578"
"1995","Mike Dyer","PIT","P","74.2","1003615"
"1995","Lenny Dykstra","PHI","CF","464.1","1003619"
"1995","Lenny Dykstra","PHI","LF","84.0","1003619"
"1995","Dennis Eckersley","OAK","P","50.1","1003660"
"1995","Chris Eddy","OAK","P","3.2","1003662"
"1995","Ken Edenfield","CAL","P","12.2","1003669"
"1995","Tom Edens","CHC","P","3.0","1003671"
"1995","Robert Eenhoorn","NYY","2B","22.0","1003696"
"1995","Robert Eenhoorn","NYY","SS","12.0","1003696"
"1995","Dave Eiland","NYY","P","10.0","1003714"
"1995","Jim Eisenreich","PHI","CF","43.0","1003719"
"1995","Jim Eisenreich","PHI","LF","300.0","1003719"
"1995","Jim Eisenreich","PHI","RF","488.1","1003719"
"1995","Donnie Elliott","SDP","P","2.0","1003736"
"1995","Kevin Elster","PHI","1B","17.1","1003758"
"1995","Kevin Elster","NYY","2B","1.0","1003758"
"1995","Kevin Elster","PHI","3B","12.1","1003758"
"1995","Kevin Elster","- - -","SS","164.2","1003758"
"1995","Angelo Encarnacion","PIT","C","398.2","1003773"
"1995","John Ericks","PIT","P","106.0","1003809"
"1995","Vaughn Eshelman","BOS","P","81.2","1003825"
"1995","Alvaro Espinoza","CLE","1B","7.0","1003828"
"1995","Alvaro Espinoza","CLE","2B","102.0","1003828"
"1995","Alvaro Espinoza","CLE","3B","142.1","1003828"
"1995","Alvaro Espinoza","CLE","SS","114.0","1003828"
"1995","Tony Eusebio","HOU","C","821.1","1003854"
"1995","Bryan Eversgerd","MON","P","21.0","1003874"
"1995","Hector Fajardo","TEX","P","15.0","1003908"
"1995","Rikkert Faneyte","SFG","CF","149.2","1003920"
"1995","Rikkert Faneyte","SFG","LF","16.0","1003920"
"1995","Rikkert Faneyte","SFG","RF","19.1","1003920"
"1995","John Farrell","CLE","P","4.2","1003948"
"1995","Felix Fermin","SEA","2B","207.0","1003991"
"1995","Felix Fermin","SEA","SS","310.2","1003991"
"1995","Ramon Fermin","OAK","P","1.1","1003992"
"1995","Alex Fernandez","CHW","P","203.2","1003993"
"1995","Sid Fernandez","- - -","P","92.2","1004001"
"1995","Tony Fernandez","NYY","2B","36.0","1004002"
"1995","Tony Fernandez","NYY","SS","887.2","1004002"
"1995","Cecil Fielder","DET","1B","635.2","1004026"
"1995","Dave Fleming","- - -","P","80.0","1004145"
"1995","Paul Fletcher","PHI","P","13.1","1004153"
"1995","Scott Fletcher","DET","1B","1.0","1004155"
"1995","Scott Fletcher","DET","2B","441.0","1004155"
"1995","Scott Fletcher","DET","SS","6.0","1004155"
"1995","Kevin Flora","PHI","CF","123.1","1004167"
"1995","Kevin Flora","PHI","LF","30.0","1004167"
"1995","Don Florence","NYM","P","12.0","1004168"
"1995","Bryce Florie","SDP","P","68.2","1004172"
"1995","Tom Foley","MON","1B","24.0","1004200"
"1995","Tom Foley","MON","2B","12.1","1004200"
"1995","Chad Fonville","- - -","2B","295.2","1004208"
"1995","Chad Fonville","LAD","CF","12.0","1004208"
"1995","Chad Fonville","LAD","LF","76.1","1004208"
"1995","Chad Fonville","LAD","SS","281.2","1004208"
"1995","Tim Fortugno","CHW","P","38.2","1004240"
"1995","Tony Fossas","STL","P","36.2","1004242"
"1995","Kevin Foster","CHC","P","167.2","1004251"
"1995","Eric Fox","TEX","CF","6.0","1004276"
"1995","Eric Fox","TEX","LF","20.0","1004276"
"1995","Eric Fox","TEX","RF","20.0","1004276"
"1995","John Frascatore","STL","P","32.2","1004304"
"1995","Willie Fraser","MON","P","25.2","1004306"
"1995","Lou Frazier","MON","2B","2.0","1004310"
"1995","Lou Frazier","- - -","CF","95.0","1004310"
"1995","Lou Frazier","- - -","LF","267.1","1004310"
"1995","Lou Frazier","MON","RF","7.0","1004310"
"1995","Marvin Freeman","COL","P","94.2","1004326"
"1995","Steve Frey","- - -","P","28.1","1004344"
"1995","Jeff Frye","TEX","2B","688.2","1004378"
"1995","Gary Gaetti","KCR","1B","75.1","1004422"
"1995","Gary Gaetti","KCR","3B","1047.2","1004422"
"1995","Greg Gagne","KCR","SS","1008.0","1004427"
"1995","Dave Gallagher","- - -","CF","158.1","1004448"
"1995","Dave Gallagher","- - -","LF","41.2","1004448"
"1995","Dave Gallagher","- - -","RF","199.1","1004448"
"1995","Mike Gallego","OAK","2B","125.0","1004458"
"1995","Mike Gallego","OAK","3B","71.2","1004458"
"1995","Mike Gallego","OAK","SS","95.0","1004458"
"1995","Carlos Garcia","PIT","2B","767.1","1004496"
"1995","Carlos Garcia","PIT","SS","100.1","1004496"
"1995","Freddy Garcia","PIT","3B","36.0","1004500"
"1995","Freddy Garcia","PIT","LF","66.0","1004500"
"1995","Mike Gardiner","DET","P","12.1","1004516"
"1995","Mark Gardner","FLA","P","102.1","1004529"
"1995","Brent Gates","OAK","1B","8.0","1004570"
"1995","Brent Gates","OAK","2B","1129.0","1004570"
"1995","Ray Giannelli","STL","1B","9.0","1004656"
"1995","Ray Giannelli","STL","LF","1.0","1004656"
"1995","Ray Giannelli","STL","RF","9.0","1004656"
"1995","Steve Gibralter","CIN","CF","4.0","1004661"
"1995","Kirk Gibson","DET","RF","1.2","1004669"
"1995","Bernard Gilkey","STL","LF","1019.2","1004706"
"1995","Ed Giovanola","ATL","2B","26.0","1004745"
"1995","Ed Giovanola","ATL","3B","5.0","1004745"
"1995","Ed Giovanola","ATL","SS","4.1","1004745"
"1995","Brian Givens","MIL","P","107.1","1004749"
"1995","Jerry Goff","HOU","C","69.1","1004800"
"1995","Greg Gohr","DET","P","10.1","1004803"
"1995","Leo Gomez","BAL","1B","5.0","1004822"
"1995","Leo Gomez","BAL","3B","308.0","1004822"
"1995","Pat Gomez","SFG","P","14.0","1004824"
"1995","Rene Gonzales","CAL","2B","13.1","1004844"
"1995","Rene Gonzales","CAL","3B","41.0","1004844"
"1995","Rene Gonzales","CAL","SS","1.0","1004844"
"1995","Curtis Goodwin","BAL","CF","684.1","1004863"
"1995","Jim Gott","PIT","P","31.1","1004898"
"1995","Mike Grace","PHI","P","11.1","1004915"
"1995","Joe Grahe","COL","P","56.2","1004939"
"1995","Craig Grebeck","CHW","2B","59.2","1004982"
"1995","Craig Grebeck","CHW","3B","104.1","1004982"
"1995","Craig Grebeck","CHW","SS","236.0","1004982"
"1995","Mike Greenwell","BOS","LF","1043.2","1005006"
"1995","Tommy Greene","PHI","P","33.2","1005013"
"1995","Tyler Green","PHI","P","140.2","1005014"
"1995","Willie Greene","CIN","3B","50.1","1005015"
"1995","Kenny Greer","SFG","P","12.0","1005018"
"1995","Tommy Gregg","FLA","1B","17.0","1005021"
"1995","Tommy Gregg","FLA","CF","30.0","1005021"
"1995","Tommy Gregg","FLA","LF","51.0","1005021"
"1995","Tommy Gregg","FLA","RF","213.0","1005021"
"1995","Kevin Gross","TEX","P","183.2","1005088"
"1995","Jeff Grotewold","KCR","1B","4.0","1005093"
"1995","Matt Grott","CIN","P","1.2","1005097"
"1995","Mark Gubicza","KCR","P","213.1","1005115"
"1995","Lee Guetterman","SEA","P","17.0","1005122"
"1995","Ozzie Guillen","CHW","SS","967.2","1005125"
"1995","Eric Gunderson","- - -","P","36.2","1005144"
"1995","Juan Guzman","TOR","P","135.1","1005162"
"1995","Chris Gwynn","LAD","1B","5.0","1005165"
"1995","Chris Gwynn","LAD","LF","59.2","1005165"
"1995","Chris Gwynn","LAD","RF","34.0","1005165"
"1995","Tony Gwynn","SDP","RF","1126.2","1005166"
"1995","John Habyan","- - -","P","73.1","1005176"
"1995","Chip Hale","MIN","1B","9.1","1005220"
"1995","Chip Hale","MIN","2B","13.2","1005220"
"1995","Chip Hale","MIN","3B","8.1","1005220"
"1995","Darren Hall","TOR","P","16.1","1005240"
"1995","Joe Hall","DET","LF","33.0","1005255"
"1995","Bob Hamelin","KCR","1B","63.0","1005269"
"1995","Darryl Hamilton","MIL","CF","843.0","1005272"
"1995","Atlee Hammaker","CHW","P","6.1","1005281"
"1995","Lee Hancock","PIT","P","14.0","1005295"
"1995","Todd Haney","CHC","2B","132.0","1005307"
"1995","Todd Haney","CHC","3B","22.0","1005307"
"1995","Greg Hansell","LAD","P","19.1","1005326"
"1995","Erik Hanson","BOS","P","186.2","1005333"
"1995","Shawn Hare","TEX","1B","1.0","1005355"
"1995","Shawn Hare","TEX","LF","17.0","1005355"
"1995","Shawn Hare","TEX","RF","28.0","1005355"
"1995","Mike Harkey","- - -","P","127.1","1005363"
"1995","Pete Harnisch","NYM","P","110.0","1005374"
"1995","Brian Harper","OAK","C","13.0","1005376"
"1995","Gene Harris","- - -","P","23.0","1005414"
"1995","Greg Harris","MON","P","48.1","1005415"
"1995","Greg Harris","MIN","P","32.2","1005416"
"1995","Dean Hartgraves","HOU","P","36.1","1005445"
"1995","Mike Hartley","- - -","P","14.0","1005451"
"1995","Bryan Harvey","FLA","P","0.0","1005469"
"1995","Billy Hatcher","TEX","LF","6.0","1005486"
"1995","Billy Hatcher","TEX","RF","27.0","1005486"
"1995","Charlie Hayes","PHI","3B","1255.0","1005525"
"1995","Eric Helfand","OAK","C","254.0","1005610"
"1995","Scott Hemond","STL","2B","28.0","1005621"
"1995","Scott Hemond","STL","C","260.1","1005621"
"1995","Tom Henke","STL","P","54.1","1005649"
"1995","Mike Henneman","- - -","P","50.1","1005656"
"1995","Butch Henry","MON","P","126.2","1005667"
"1995","Doug Henry","NYM","P","67.0","1005668"
"1995","Dwayne Henry","DET","P","8.2","1005670"
"1995","Gil Heredia","MON","P","119.0","1005686"
"1995","Wilson Heredia","TEX","P","12.0","1005688"
"1995","Carlos Hernandez","LAD","C","241.2","1005696"
"1995","Jeremy Hernandez","FLA","P","7.0","1005705"
"1995","Xavier Hernandez","CIN","P","90.0","1005715"
"1995","Jose Herrera","OAK","CF","131.1","1005722"
"1995","Jose Herrera","OAK","RF","17.0","1005722"
"1995","Orel Hershiser","CLE","P","167.1","1005741"
"1995","Phil Hiatt","KCR","CF","3.0","1005763"
"1995","Phil Hiatt","KCR","LF","2.0","1005763"
"1995","Phil Hiatt","KCR","RF","252.0","1005763"
"1995","Bryan Hickerson","- - -","P","48.1","1005767"
"1995","Glenallen Hill","SFG","CF","8.0","1005820"
"1995","Glenallen Hill","SFG","RF","1085.0","1005820"
"1995","Ken Hill","- - -","P","185.0","1005827"
"1995","Chris Hoiles","BAL","C","871.2","1005935"
"1995","Ray Holbert","SDP","2B","15.2","1005937"
"1995","Ray Holbert","SDP","RF","1.0","1005937"
"1995","Ray Holbert","SDP","SS","160.0","1005937"
"1995","Mark Holzemer","CAL","P","8.1","1005990"
"1995","Rick Honeycutt","- - -","P","45.2","1005992"
"1995","Chris Hook","SFG","P","52.1","1005997"
"1995","John Hope","PIT","P","2.1","1006011"
"1995","Vince Horsman","MIN","P","9.0","1006033"
"1995","Dwayne Hosey","BOS","CF","141.0","1006039"
"1995","Dwayne Hosey","BOS","LF","3.0","1006039"
"1995","Dwayne Hosey","BOS","RF","9.0","1006039"
"1995","Chris Howard","TEX","P","4.0","1006073"
"1995","David Howard","KCR","1B","2.0","1006075"
"1995","David Howard","KCR","2B","273.2","1006075"
"1995","David Howard","KCR","CF","69.0","1006075"
"1995","David Howard","KCR","LF","39.0","1006075"
"1995","David Howard","KCR","RF","49.0","1006075"
"1995","David Howard","KCR","SS","227.0","1006075"
"1995","Thomas Howard","CIN","CF","263.0","1006090"
"1995","Thomas Howard","CIN","LF","183.1","1006090"
"1995","Thomas Howard","CIN","RF","64.1","1006090"
"1995","Steve Howe","NYY","P","49.0","1006107"
"1995","Mike Hubbard","CHC","C","53.2","1006121"
"1995","John Hudek","HOU","P","20.0","1006128"
"1995","Rex Hudler","CAL","1B","10.0","1006131"
"1995","Rex Hudler","CAL","2B","345.0","1006131"
"1995","Rex Hudler","CAL","CF","19.0","1006131"
"1995","Rex Hudler","CAL","LF","86.2","1006131"
"1995","Rex Hudler","CAL","RF","9.0","1006131"
"1995","Joe Hudson","BOS","P","46.0","1006138"
"1995","Mike Huff","TOR","CF","192.2","1006145"
"1995","Mike Huff","TOR","LF","57.0","1006145"
"1995","Mike Huff","TOR","RF","89.2","1006145"
"1995","Rick Huisman","KCR","P","9.2","1006172"
"1995","Tim Hulett","STL","2B","15.0","1006174"
"1995","Tim Hulett","STL","SS","3.0","1006174"
"1995","David Hulse","MIL","CF","302.0","1006176"
"1995","David Hulse","MIL","LF","381.1","1006176"
"1995","David Hulse","MIL","RF","106.0","1006176"
"1995","Brian Hunter","CIN","1B","147.1","1006197"
"1995","Brian Hunter","CIN","LF","19.2","1006197"
"1995","Brian Hunter","CIN","RF","7.0","1006197"
"1995","Edwin Hurtado","TOR","P","77.2","1006227"
"1995","Butch Huskey","NYM","3B","213.1","1006228"
"1995","Butch Huskey","NYM","LF","8.0","1006228"
"1995","Jeff Huson","BAL","2B","160.0","1006229"
"1995","Jeff Huson","BAL","3B","220.1","1006229"
"1995","Jeff Huson","BAL","SS","2.0","1006229"
"1995","Tim Hyers","SDP","1B","1.1","1006249"
"1995","Mike Ignasiak","MIL","P","39.2","1006254"
